,Case ID,Activity,Timestamp
5900,1-701702621,Accepted-Wait,2012/03/23 15:06:57.000
5899,1-701702621,Completed-Closed,2012/03/26 11:32:52.000
5902,1-701990311,Accepted-In Progress,2012/03/24 12:43:13.000
5901,1-701990311,Completed-Closed,2012/03/24 12:44:09.000
5903,1-702103380,Accepted-In Progress,2012/03/26 04:39:33.000
5904,1-702103380,Accepted-In Progress,2012/03/26 04:45:45.000
5905,1-702103380,Completed-Closed,2012/03/26 04:45:53.000
5906,1-702103398,Accepted-In Progress,2012/03/26 04:43:36.000
5907,1-702103398,Completed-Closed,2012/03/26 04:47:18.000
5908,1-702304430,Accepted-In Progress,2012/03/26 09:57:30.000
5909,1-702304430,Completed-Closed,2012/05/09 16:34:19.000
5910,1-702304580,Accepted-In Progress,2012/03/26 12:03:07.000
5911,1-702304580,Completed-Closed,2012/05/09 13:54:38.000
5912,1-702378632,Accepted-In Progress,2012/03/26 12:06:58.000
5913,1-702378632,Completed-Closed,2012/05/09 13:53:42.000
5919,1-702482271,Accepted-In Progress,2012/03/26 14:20:05.000
5918,1-702482271,Accepted-In Progress,2012/03/26 14:19:01.000
5917,1-702482271,Accepted-In Progress,2012/03/26 14:18:02.000
5914,1-702482271,Completed-Closed,2012/03/26 14:58:43.000
5915,1-702482271,Accepted-In Progress,2012/03/26 14:55:07.000
5916,1-702482271,Queued-Awaiting Assignment,2012/03/26 14:37:13.000
5920,1-702501021,Accepted-In Progress,2012/03/26 14:39:23.000
5921,1-702501021,Queued-Awaiting Assignment,2012/04/02 11:55:28.000
5922,1-702501021,Accepted-In Progress,2012/04/02 15:37:21.000
5923,1-702501021,Completed-Closed,2012/04/02 15:45:27.000
5928,1-702501138,Accepted-In Progress,2012/04/02 11:57:57.000
5927,1-702501138,Queued-Awaiting Assignment,2012/04/02 11:57:28.000
5929,1-702501138,Accepted-In Progress,2012/03/26 15:05:13.000
5925,1-702501138,Queued-Awaiting Assignment,2012/04/02 11:58:07.000
5926,1-702501138,Completed-Closed,2012/04/10 20:39:40.000
5924,1-702501138,Accepted-In Progress,2012/04/10 20:28:22.000
5930,1-702501532,Accepted-In Progress,2012/03/26 15:42:00.000
5931,1-702501532,Queued-Awaiting Assignment,2012/04/02 12:01:33.000
5932,1-702501532,Accepted-In Progress,2012/04/02 15:21:38.000
5933,1-702501532,Completed-Closed,2012/04/25 14:15:38.000
5934,1-702514881,Accepted-In Progress,2012/03/26 15:45:05.000
5935,1-702514881,Accepted-In Progress,2012/03/27 14:34:49.000
5936,1-702514881,Completed-Closed,2012/03/27 14:36:17.000
5937,1-702656292,Accepted-In Progress,2012/03/26 18:22:17.000
5938,1-702656292,Completed-Closed,2012/03/27 15:39:06.000
5942,1-702673026,Queued-Awaiting Assignment,2012/04/02 12:07:40.000
5941,1-702673026,Accepted-In Progress,2012/03/26 18:39:42.000
5939,1-702673026,Completed-Closed,2012/04/25 14:24:42.000
5940,1-702673026,Accepted-In Progress,2012/04/02 15:22:19.000
5945,1-703016242,Accepted-In Progress,2012/03/27 08:18:48.000
5943,1-703016242,Accepted-Wait,2012/03/27 08:24:17.000
5944,1-703016242,Completed-Closed,2012/04/17 10:26:36.000
5955,1-703190797,Queued-Awaiting Assignment,2012/03/29 10:02:48.000
5954,1-703190797,Accepted-In Progress,2012/03/29 09:59:32.000
5957,1-703190797,Queued-Awaiting Assignment,2012/03/27 13:16:57.000
5956,1-703190797,Queued-Awaiting Assignment,2012/03/28 16:53:26.000
5952,1-703190797,Accepted-In Progress,2012/03/29 10:02:18.000
5953,1-703190797,Accepted-In Progress,2012/03/28 16:34:35.000
5950,1-703190797,Accepted-In Progress,2012/03/29 11:46:21.000
5949,1-703190797,Accepted-In Progress,2012/03/29 13:04:52.000
5948,1-703190797,Accepted-In Progress,2012/04/13 16:25:14.000
5947,1-703190797,Queued-Awaiting Assignment,2012/03/29 11:48:41.000
5946,1-703190797,Completed-Closed,2012/04/13 16:43:51.000
5951,1-703190797,Queued-Awaiting Assignment,2012/03/29 13:05:15.000
5958,1-703242211,Queued-Awaiting Assignment,2012/03/27 19:50:15.000
5959,1-703242211,Accepted-In Progress,2012/03/29 12:17:30.000
5960,1-703242211,Completed-Closed,2012/03/29 12:18:50.000
5961,1-703383433,Accepted-In Progress,2012/03/27 16:03:01.000
5962,1-703383433,Accepted-In Progress,2012/05/10 22:03:08.000
5963,1-703383433,Completed-Closed,2012/05/10 22:04:17.000
5967,1-703399394,Accepted-In Progress,2012/03/27 16:12:29.000
5966,1-703399394,Queued-Awaiting Assignment,2012/03/27 16:18:11.000
5965,1-703399394,Accepted-In Progress,2012/03/28 15:14:49.000
5964,1-703399394,Completed-Closed,2012/03/28 15:14:54.000
5968,1-703445951,Accepted-In Progress,2012/03/27 16:31:37.000
5969,1-703445951,Accepted-Wait,2012/03/30 13:31:38.000
5970,1-703445951,Completed-Closed,2012/04/17 10:52:33.000
5980,1-703540157,Queued-Awaiting Assignment,2012/05/09 06:09:41.000
5987,1-703540157,Accepted-In Progress,2012/04/10 10:46:05.000
5986,1-703540157,Queued-Awaiting Assignment,2012/04/10 10:35:35.000
5985,1-703540157,Accepted-In Progress,2012/03/27 20:05:42.000
5984,1-703540157,Queued-Awaiting Assignment,2012/03/27 20:23:26.000
5983,1-703540157,Queued-Awaiting Assignment,2012/03/27 20:14:23.000
5982,1-703540157,Accepted-In Progress,2012/03/30 12:09:42.000
5981,1-703540157,Accepted-In Progress,2012/05/09 06:30:00.000
5988,1-703540157,Accepted-Wait,2012/05/08 09:53:24.000
5979,1-703540157,Accepted-In Progress,2012/05/09 13:16:46.000
5977,1-703540157,Completed-Closed,2012/05/25 17:36:31.000
5971,1-703540157,Accepted-In Progress,2012/05/10 06:56:00.000
5972,1-703540157,Accepted-In Progress,2012/05/15 23:58:03.000
5973,1-703540157,Queued-Awaiting Assignment,2012/05/10 07:22:45.000
5978,1-703540157,Queued-Awaiting Assignment,2012/05/09 06:51:24.000
5975,1-703540157,Accepted-Wait,2012/05/10 03:33:05.000
5976,1-703540157,Accepted-In Progress,2012/05/10 03:32:47.000
5974,1-703540157,Queued-Awaiting Assignment,2012/05/09 14:39:11.000
5989,1-703856779,Accepted-In Progress,2012/03/28 08:50:37.000
5990,1-703856779,Accepted-In Progress,2012/04/28 08:16:46.000
5991,1-703856779,Accepted-Wait,2012/04/28 08:22:24.000
5992,1-703856779,Completed-Closed,2012/05/07 10:16:18.000
5996,1-703964203,Accepted-In Progress,2012/03/28 11:16:38.000
5995,1-703964203,Queued-Awaiting Assignment,2012/04/02 12:33:13.000
5994,1-703964203,Accepted-In Progress,2012/04/11 19:05:38.000
5993,1-703964203,Completed-Closed,2012/04/11 19:07:51.000
5997,1-703964563,Accepted-In Progress,2012/03/28 11:40:06.000
5998,1-703964563,Queued-Awaiting Assignment,2012/04/02 12:35:25.000
5999,1-703964563,Accepted-In Progress,2012/05/25 11:50:29.000
6000,1-703964563,Completed-Closed,2012/05/25 11:58:50.000
6001,1-704226142,Accepted-In Progress,2012/03/28 16:54:20.000
6002,1-704226142,Completed-Closed,2012/04/08 20:36:26.000
6004,1-704229584,Accepted-In Progress,2012/03/28 17:06:47.000
6003,1-704229584,Completed-Closed,2012/05/09 08:56:41.000
6007,1-704229602,Queued-Awaiting Assignment,2012/03/28 17:16:05.000
6006,1-704229602,Accepted-In Progress,2012/03/29 14:33:58.000
6005,1-704229602,Completed-Closed,2012/03/29 14:34:45.000
6008,1-704650867,Accepted-In Progress,2012/03/29 08:29:34.000
6009,1-704650867,Queued-Awaiting Assignment,2012/03/29 08:38:26.000
6010,1-704650867,Accepted-In Progress,2012/03/29 09:36:58.000
6011,1-704650867,Queued-Awaiting Assignment,2012/03/29 09:38:10.000
6012,1-704650867,Accepted-In Progress,2012/03/29 13:36:59.000
6013,1-704650867,Accepted-Wait,2012/04/20 15:46:23.000
6014,1-704650867,Completed-Closed,2012/05/04 14:51:55.000
6019,1-704661542,Accepted-In Progress,2012/03/29 09:16:34.000
6020,1-704661542,Queued-Awaiting Assignment,2012/03/29 11:25:11.000
6018,1-704661542,Accepted-Wait,2012/03/29 09:22:32.000
6016,1-704661542,Completed-Closed,2012/04/11 12:33:19.000
6015,1-704661542,Accepted-Wait,2012/04/11 12:03:24.000
6017,1-704661542,Accepted-In Progress,2012/03/29 15:48:03.000
6021,1-704703712,Accepted-In Progress,2012/03/29 11:00:19.000
6022,1-704703712,Queued-Awaiting Assignment,2012/03/29 11:09:15.000
6023,1-704703712,Accepted-In Progress,2012/04/03 16:03:10.000
6024,1-704703712,Accepted-In Progress,2012/04/03 16:03:28.000
6025,1-704703712,Accepted-Assigned,2012/04/03 16:03:50.000
6026,1-704703712,Accepted-In Progress,2012/04/04 09:47:26.000
6027,1-704703712,Completed-Closed,2012/04/04 09:47:57.000
6028,1-704725301,Accepted-In Progress,2012/03/29 10:26:12.000
6029,1-704725301,Completed-Closed,2012/03/29 10:39:26.000
6035,1-704973871,Accepted-In Progress,2012/03/29 17:40:41.000
6033,1-704973871,Queued-Awaiting Assignment,2012/03/29 17:46:13.000
6034,1-704973871,Accepted-In Progress,2012/05/03 21:19:22.000
6031,1-704973871,Accepted-Assigned,2012/05/17 23:30:41.000
6032,1-704973871,Accepted-In Progress,2012/05/25 09:43:20.000
6030,1-704973871,Completed-Closed,2012/05/25 09:43:31.000
6036,1-704977245,Accepted-In Progress,2012/03/29 16:39:14.000
6037,1-704977245,Queued-Awaiting Assignment,2012/03/29 16:49:03.000
6038,1-704977245,Queued-Awaiting Assignment,2012/03/29 17:05:00.000
6039,1-704977245,Accepted-In Progress,2012/04/25 17:43:27.000
6040,1-704977245,Queued-Awaiting Assignment,2012/04/25 17:57:01.000
6041,1-704977245,Accepted-In Progress,2012/04/27 08:58:36.000
6042,1-704977245,Completed-Closed,2012/04/27 08:59:06.000
6044,1-705821921,Accepted-In Progress,2012/03/30 11:48:22.000
6043,1-705821921,Completed-Closed,2012/03/30 11:49:09.000
6045,1-705847575,Accepted-In Progress,2012/03/30 14:30:47.000
6046,1-705847575,Completed-Closed,2012/03/30 14:37:12.000
6047,1-706083257,Accepted-In Progress,2012/03/30 17:07:24.000
6048,1-706083257,Completed-Closed,2012/05/29 14:08:24.000
6049,1-706226212,Accepted-In Progress,2012/03/31 10:00:45.000
6050,1-706226212,Accepted-Wait,2012/04/26 04:54:31.000
6051,1-706226212,Completed-Closed,2012/05/09 15:29:51.000
6052,1-706866666,Accepted-In Progress,2012/04/02 11:41:55.000
6053,1-706866666,Completed-Closed,2012/04/11 10:26:26.000
6055,1-706915611,Accepted-In Progress,2012/04/02 10:42:20.000
6054,1-706915611,Completed-Closed,2012/05/14 10:06:59.000
6057,1-706949124,Accepted-In Progress,2012/04/02 10:23:23.000
6056,1-706949124,Completed-Closed,2012/05/21 16:44:28.000
6058,1-706959641,Accepted-In Progress,2012/04/02 11:07:49.000
6059,1-706959641,Accepted-In Progress,2012/05/23 18:37:42.000
6060,1-706959641,Completed-Closed,2012/05/23 18:38:37.000
6061,1-706963013,Accepted-In Progress,2012/04/02 12:25:21.000
6062,1-706963013,Accepted-In Progress,2012/04/02 14:27:42.000
6063,1-706963013,Completed-Closed,2012/04/02 18:34:42.000
6064,1-706982877,Accepted-In Progress,2012/04/02 14:36:58.000
6065,1-706982877,Completed-Closed,2012/04/16 13:31:18.000
6066,1-706988783,Accepted-In Progress,2012/04/02 15:07:28.000
6067,1-706988783,Completed-Closed,2012/05/09 13:51:26.000
6070,1-707025161,Accepted-In Progress,2012/04/02 11:50:09.000
6069,1-707025161,Accepted-In Progress,2012/04/06 15:10:37.000
6068,1-707025161,Completed-Closed,2012/04/06 15:11:52.000
6071,1-707053152,Accepted-In Progress,2012/04/02 15:07:23.000
6072,1-707053152,Completed-Closed,2012/05/07 09:18:00.000
6073,1-707293328,Accepted-In Progress,2012/04/02 23:34:44.000
6074,1-707293328,Completed-Closed,2012/05/02 15:23:07.000
6086,1-707300171,Accepted-In Progress,2012/04/02 19:18:47.000
6087,1-707300171,Completed-Closed,2012/05/22 11:32:42.000
6084,1-707300171,Queued-Awaiting Assignment,2012/04/03 13:41:51.000
6083,1-707300171,Queued-Awaiting Assignment,2012/04/04 17:03:53.000
6082,1-707300171,Accepted-In Progress,2012/04/04 17:13:00.000
6081,1-707300171,Accepted-Assigned,2012/04/16 12:50:45.000
6085,1-707300171,Accepted-In Progress,2012/05/17 16:45:11.000
6079,1-707300171,Queued-Awaiting Assignment,2012/04/17 23:37:25.000
6078,1-707300171,Accepted-In Progress,2012/04/18 08:32:42.000
6077,1-707300171,Accepted-In Progress,2012/04/18 10:20:11.000
6076,1-707300171,Accepted-In Progress,2012/04/02 19:19:30.000
6075,1-707300171,Accepted-Wait,2012/05/17 17:01:19.000
6080,1-707300171,Queued-Awaiting Assignment,2012/04/10 13:43:12.000
6088,1-707623601,Accepted-In Progress,2012/04/03 10:10:52.000
6089,1-707623601,Accepted-Wait,2012/04/03 11:01:40.000
6090,1-707623601,Completed-Closed,2012/04/03 12:17:36.000
6096,1-707660543,Accepted-In Progress,2012/04/03 11:24:17.000
6095,1-707660543,Queued-Awaiting Assignment,2012/04/03 11:25:10.000
6094,1-707660543,Accepted-In Progress,2012/04/03 11:51:13.000
6097,1-707660543,Accepted-Assigned,2012/04/03 11:51:47.000
6092,1-707660543,Queued-Awaiting Assignment,2012/05/09 14:26:46.000
6091,1-707660543,Accepted-In Progress,2012/05/10 16:45:10.000
6093,1-707660543,Completed-Closed,2012/05/10 16:45:27.000
6098,1-707693471,Accepted-In Progress,2012/04/03 12:14:09.000
6099,1-707693471,Completed-Closed,2012/04/09 21:28:59.000
6100,1-707704098,Accepted-In Progress,2012/04/03 12:24:46.000
6101,1-707704098,Completed-Closed,2012/05/04 13:46:53.000
6103,1-707708844,Accepted-In Progress,2012/04/03 13:25:45.000
6102,1-707708844,Completed-Closed,2012/05/09 13:03:49.000
6104,1-707778891,Accepted-In Progress,2012/04/03 14:59:14.000
6105,1-707778891,Completed-Closed,2012/04/12 13:33:01.000
6106,1-708121948,Accepted-In Progress,2012/04/03 21:27:16.000
6107,1-708121948,Queued-Awaiting Assignment,2012/04/03 21:29:12.000
6108,1-708121948,Accepted-In Progress,2012/04/30 10:39:47.000
6109,1-708121948,Completed-Closed,2012/04/30 12:20:10.000
6115,1-708131711,Accepted-Assigned,2012/04/19 15:09:15.000
6116,1-708131711,Completed-Closed,2012/05/09 13:56:57.000
6114,1-708131711,Accepted-Assigned,2012/04/12 12:01:01.000
6110,1-708131711,Accepted-In Progress,2012/04/03 22:31:32.000
6112,1-708131711,Accepted-In Progress,2012/04/19 15:08:58.000
6111,1-708131711,Queued-Awaiting Assignment,2012/04/03 23:32:40.000
6113,1-708131711,Queued-Awaiting Assignment,2012/04/12 12:05:22.000
6117,1-708581207,Accepted-In Progress,2012/04/04 10:19:31.000
6118,1-708581207,Completed-Closed,2012/04/06 10:03:36.000
6119,1-708582598,Accepted-In Progress,2012/04/04 11:37:27.000
6120,1-708582598,Completed-Closed,2012/04/04 11:38:40.000
6121,1-708613661,Accepted-In Progress,2012/04/04 11:36:19.000
6122,1-708613661,Accepted-Assigned,2012/04/04 13:03:23.000
6123,1-708613661,Accepted-Assigned,2012/04/04 13:04:25.000
6124,1-708613661,Accepted-In Progress,2012/05/09 16:47:25.000
6125,1-708613661,Completed-Closed,2012/05/09 16:47:26.000
6127,1-708716045,Accepted-In Progress,2012/04/04 13:02:46.000
6126,1-708716045,Completed-Closed,2012/04/18 09:08:02.000
6128,1-708833963,Accepted-In Progress,2012/04/04 15:05:21.000
6129,1-708833963,Completed-Closed,2012/04/04 16:33:41.000
6130,1-709437431,Accepted-In Progress,2012/04/05 09:25:57.000
6131,1-709437431,Completed-Closed,2012/04/08 20:33:23.000
6132,1-709461909,Accepted-In Progress,2012/04/05 09:04:46.000
6133,1-709461909,Completed-Closed,2012/05/24 11:17:19.000
6134,1-709479221,Accepted-In Progress,2012/04/05 10:24:58.000
6135,1-709479221,Completed-Closed,2012/04/05 12:24:21.000
6141,1-709552565,Accepted-In Progress,2012/04/17 17:51:02.000
6142,1-709552565,Completed-Closed,2012/04/19 10:53:36.000
6140,1-709552565,Accepted-In Progress,2012/04/05 13:41:57.000
6137,1-709552565,Queued-Awaiting Assignment,2012/04/05 13:37:38.000
6138,1-709552565,Queued-Awaiting Assignment,2012/04/17 17:23:51.000
6139,1-709552565,Accepted-Assigned,2012/04/05 13:42:18.000
6136,1-709552565,Accepted-In Progress,2012/04/05 13:13:51.000
6143,1-709663551,Accepted-In Progress,2012/04/05 15:34:11.000
6144,1-709663551,Accepted-In Progress,2012/04/13 09:30:26.000
6145,1-709663551,Accepted-In Progress,2012/04/13 09:31:01.000
6146,1-709663551,Accepted-In Progress,2012/04/13 10:14:50.000
6147,1-709663551,Queued-Awaiting Assignment,2012/04/13 10:15:29.000
6148,1-709663551,Accepted-Assigned,2012/04/13 10:15:56.000
6149,1-709663551,Accepted-In Progress,2012/04/13 10:23:18.000
6150,1-709663551,Completed-Closed,2012/04/13 10:24:04.000
6153,1-709802751,Queued-Awaiting Assignment,2012/04/05 20:35:18.000
6152,1-709802751,Accepted-In Progress,2012/04/09 17:58:40.000
6151,1-709802751,Completed-Closed,2012/04/09 17:59:29.000
6154,1-709802861,Accepted-In Progress,2012/04/05 20:53:25.000
6156,1-709802861,Accepted-In Progress,2012/05/03 16:12:00.000
6157,1-709802861,Completed-Closed,2012/05/03 16:36:44.000
6158,1-709802861,Queued-Awaiting Assignment,2012/04/05 20:53:26.000
6155,1-709802861,Accepted-In Progress,2012/05/03 16:07:10.000
6159,1-710065204,Accepted-In Progress,2012/04/06 07:39:22.000
6160,1-710065204,Completed-Closed,2012/04/06 07:42:16.000
6161,1-710109531,Accepted-In Progress,2012/04/06 12:11:21.000
6162,1-710109531,Completed-Closed,2012/04/06 14:26:37.000
6171,1-710114300,Accepted-In Progress,2012/04/06 11:34:34.000
6165,1-710114300,Accepted-In Progress,2012/04/06 12:10:47.000
6173,1-710114300,Completed-Closed,2012/05/14 10:27:48.000
6170,1-710114300,Accepted-Assigned,2012/04/06 12:11:37.000
6172,1-710114300,Queued-Awaiting Assignment,2012/04/06 13:54:31.000
6169,1-710114300,Queued-Awaiting Assignment,2012/04/10 17:05:50.000
6164,1-710114300,Queued-Awaiting Assignment,2012/04/06 11:45:33.000
6167,1-710114300,Accepted-In Progress,2012/04/16 11:18:09.000
6166,1-710114300,Queued-Awaiting Assignment,2012/04/16 11:19:05.000
6163,1-710114300,Accepted-In Progress,2012/05/14 10:27:11.000
6168,1-710114300,Accepted-In Progress,2012/04/10 16:54:26.000
6174,1-710269195,Accepted-In Progress,2012/04/07 01:24:46.000
6175,1-710269195,Completed-Closed,2012/04/07 01:38:14.000
6176,1-712814266,Accepted-In Progress,2012/04/08 22:25:23.000
6177,1-712814266,Completed-Closed,2012/04/08 22:26:15.000
6181,1-712856449,Accepted-In Progress,2012/04/09 08:37:33.000
6180,1-712856449,Queued-Awaiting Assignment,2012/04/09 08:39:47.000
6179,1-712856449,Accepted-In Progress,2012/04/09 09:02:57.000
6178,1-712856449,Completed-Closed,2012/04/16 11:59:43.000
6182,1-712972277,Accepted-In Progress,2012/04/09 18:18:44.000
6183,1-712972277,Completed-Closed,2012/04/09 18:22:22.000
6184,1-713106267,Accepted-In Progress,2012/04/10 02:03:09.000
6185,1-713106267,Accepted-In Progress,2012/05/15 23:33:02.000
6186,1-713106267,Completed-Closed,2012/05/15 23:46:34.000
6188,1-715479377,Accepted-In Progress,2012/04/10 10:30:09.000
6187,1-715479377,Completed-Closed,2012/04/10 10:31:00.000
6192,1-715638561,Queued-Awaiting Assignment,2012/04/10 13:44:34.000
6191,1-715638561,Accepted-In Progress,2012/04/10 13:37:14.000
6189,1-715638561,Completed-Closed,2012/04/10 14:41:51.000
6190,1-715638561,Accepted-In Progress,2012/04/10 14:09:18.000
6193,1-715660478,Accepted-In Progress,2012/04/10 14:13:57.000
6194,1-715660478,Completed-Closed,2012/04/10 14:18:10.000
6195,1-715660478,Accepted-In Progress,2012/04/13 10:32:19.000
6196,1-715660478,Completed-Closed,2012/04/23 14:37:54.000
6197,1-715674227,Accepted-In Progress,2012/04/10 14:32:50.000
6198,1-715674227,Completed-Closed,2012/05/11 11:03:56.000
6199,1-715703591,Accepted-In Progress,2012/04/10 15:00:58.000
6200,1-715703591,Completed-Closed,2012/04/13 10:28:58.000
6202,1-715860062,Completed-Closed,2012/04/19 10:02:37.000
6204,1-715860062,Accepted-In Progress,2012/04/11 10:36:14.000
6201,1-715860062,Queued-Awaiting Assignment,2012/04/10 17:54:09.000
6203,1-715860062,Accepted-In Progress,2012/04/10 17:46:49.000
6205,1-716154984,Queued-Awaiting Assignment,2012/04/11 08:38:08.000
6206,1-716154984,Accepted-In Progress,2012/04/11 08:40:27.000
6207,1-716154984,Completed-Closed,2012/04/24 09:07:44.000
6208,1-716571976,Accepted-In Progress,2012/04/11 19:32:25.000
6209,1-716571976,Completed-Closed,2012/05/14 16:33:15.000
6210,1-716571976,Accepted-In Progress,2012/05/16 17:33:12.000
6211,1-716571976,Queued-Awaiting Assignment,2012/05/16 17:43:44.000
6212,1-716571976,Accepted-In Progress,2012/05/18 07:26:00.000
6213,1-716571976,Completed-Closed,2012/05/18 07:26:25.000
6217,1-717122893,Accepted-In Progress,2012/04/12 15:21:26.000
6218,1-717122893,Queued-Awaiting Assignment,2012/04/12 15:23:04.000
6216,1-717122893,Accepted-In Progress,2012/04/12 15:25:53.000
6214,1-717122893,Accepted-Wait,2012/04/18 17:06:33.000
6215,1-717122893,Completed-Closed,2012/05/23 14:25:14.000
6219,1-717222893,Accepted-In Progress,2012/04/12 15:35:00.000
6220,1-717222893,Queued-Awaiting Assignment,2012/04/12 15:40:06.000
6221,1-717222893,Accepted-In Progress,2012/04/13 16:10:52.000
6222,1-717222893,Completed-Closed,2012/04/13 16:13:44.000
6223,1-717275094,Accepted-In Progress,2012/04/12 16:12:45.000
6224,1-717275094,Queued-Awaiting Assignment,2012/04/12 16:17:17.000
6225,1-717275094,Accepted-In Progress,2012/04/13 16:11:01.000
6226,1-717275094,Completed-Closed,2012/04/13 16:15:05.000
6228,1-717713590,Accepted-In Progress,2012/04/13 14:02:00.000
6229,1-717713590,Accepted-In Progress,2012/05/21 12:37:20.000
6227,1-717713590,Completed-Closed,2012/05/21 12:37:30.000
6230,1-717801169,Accepted-In Progress,2012/04/13 12:30:07.000
6231,1-717801169,Completed-Closed,2012/04/13 12:32:34.000
6232,1-717838591,Accepted-In Progress,2012/04/13 12:19:48.000
6233,1-717838591,Completed-Closed,2012/05/31 11:10:27.000
6234,1-717852570,Accepted-In Progress,2012/04/13 16:11:31.000
6235,1-717852570,Completed-Closed,2012/04/13 16:12:14.000
6236,1-718031374,Accepted-In Progress,2012/04/13 16:09:26.000
6237,1-718031374,Accepted-In Progress,2012/04/24 15:36:45.000
6238,1-718031374,Completed-Closed,2012/04/24 15:36:59.000
6241,1-718056641,Queued-Awaiting Assignment,2012/04/13 18:20:12.000
6239,1-718056641,Accepted-Assigned,2012/04/13 21:09:17.000
6240,1-718056641,Completed-Closed,2012/05/11 22:00:27.000
6243,1-718132104,Accepted-In Progress,2012/04/13 17:58:57.000
6242,1-718132104,Completed-Closed,2012/04/19 12:58:02.000
6244,1-718958603,Accepted-In Progress,2012/04/16 12:15:04.000
6245,1-718958603,Completed-Closed,2012/04/16 12:17:25.000
6246,1-718960811,Accepted-In Progress,2012/04/16 10:17:43.000
6247,1-718960811,Accepted-Wait,2012/04/16 10:22:03.000
6248,1-718960811,Completed-Closed,2012/05/07 15:04:40.000
6249,1-718973785,Accepted-In Progress,2012/04/16 09:49:05.000
6250,1-718973785,Queued-Awaiting Assignment,2012/04/16 10:01:35.000
6251,1-718973785,Accepted-In Progress,2012/04/16 10:51:04.000
6252,1-718973785,Accepted-Wait,2012/05/03 10:07:07.000
6253,1-718973785,Completed-Closed,2012/05/18 17:19:35.000
6262,1-719199254,Completed-Closed,2012/05/17 13:34:01.000
6261,1-719199254,Accepted-In Progress,2012/05/17 13:33:38.000
6260,1-719199254,Completed-Closed,2012/04/20 16:06:14.000
6259,1-719199254,Accepted-In Progress,2012/05/16 17:30:33.000
6255,1-719199254,Accepted-In Progress,2012/04/20 16:05:40.000
6257,1-719199254,Accepted-In Progress,2012/05/16 17:32:48.000
6256,1-719199254,Completed-Closed,2012/05/16 17:32:55.000
6254,1-719199254,Accepted-In Progress,2012/04/16 13:57:54.000
6258,1-719199254,Completed-Closed,2012/05/16 17:32:44.000
6263,1-719210927,Accepted-In Progress,2012/04/16 14:39:03.000
6264,1-719210927,Completed-Closed,2012/04/16 14:47:43.000
6266,1-719517578,Accepted-In Progress,2012/04/16 21:37:39.000
6265,1-719517578,Completed-Closed,2012/04/24 15:30:27.000
6268,1-719999163,Accepted-In Progress,2012/04/17 07:46:35.000
6267,1-719999163,Completed-Closed,2012/05/16 05:48:11.000
6269,1-720000146,Accepted-In Progress,2012/04/17 09:01:12.000
6270,1-720000146,Queued-Awaiting Assignment,2012/04/17 09:03:17.000
6271,1-720000146,Accepted-In Progress,2012/04/25 15:44:11.000
6272,1-720000146,Completed-Closed,2012/04/25 15:49:11.000
6273,1-720041655,Accepted-In Progress,2012/04/17 09:51:27.000
6274,1-720041655,Completed-Closed,2012/04/17 10:38:11.000
6281,1-720069371,Completed-Closed,2012/05/14 09:55:22.000
6279,1-720069371,Accepted-Wait,2012/04/17 13:57:02.000
6278,1-720069371,Accepted-Wait,2012/04/17 17:23:39.000
6280,1-720069371,Accepted-Wait,2012/04/19 13:50:15.000
6276,1-720069371,Accepted-In Progress,2012/04/19 10:11:58.000
6275,1-720069371,Accepted-In Progress,2012/04/17 10:12:34.000
6277,1-720069371,Accepted-In Progress,2012/04/17 15:41:01.000
6282,1-720110557,Accepted-In Progress,2012/04/17 11:19:39.000
6283,1-720110557,Completed-Closed,2012/04/17 11:25:37.000
6284,1-720457477,Accepted-In Progress,2012/04/17 17:06:27.000
6285,1-720457477,Completed-Closed,2012/05/23 15:39:52.000
6286,1-722041657,Accepted-In Progress,2012/04/18 10:19:44.000
6287,1-722041657,Completed-Closed,2012/04/23 10:52:52.000
6288,1-722098557,Accepted-In Progress,2012/04/18 10:38:50.000
6289,1-722098557,Completed-Closed,2012/05/04 13:01:00.000
6290,1-722201158,Accepted-In Progress,2012/04/18 12:16:00.000
6291,1-722201158,Completed-Closed,2012/05/23 14:31:30.000
6293,1-722334217,Accepted-In Progress,2012/04/18 14:18:03.000
6292,1-722334217,Completed-Closed,2012/04/18 14:24:14.000
6294,1-722334434,Accepted-In Progress,2012/04/18 14:25:44.000
6295,1-722334434,Completed-Closed,2012/04/18 14:26:55.000
6306,1-722674364,Accepted-In Progress,2012/04/18 21:54:43.000
6307,1-722674364,Queued-Awaiting Assignment,2012/04/18 22:00:28.000
6305,1-722674364,Accepted-In Progress,2012/04/18 23:21:45.000
6303,1-722674364,Queued-Awaiting Assignment,2012/04/18 23:45:24.000
6302,1-722674364,Queued-Awaiting Assignment,2012/04/19 08:51:30.000
6304,1-722674364,Accepted-In Progress,2012/04/25 17:54:42.000
6300,1-722674364,Queued-Awaiting Assignment,2012/04/25 17:58:49.000
6299,1-722674364,Accepted-Assigned,2012/05/07 14:13:40.000
6298,1-722674364,Queued-Awaiting Assignment,2012/05/07 14:45:40.000
6297,1-722674364,Accepted-Assigned,2012/05/07 16:26:17.000
6296,1-722674364,Accepted-In Progress,2012/05/08 10:16:03.000
6301,1-722674364,Completed-Closed,2012/05/08 10:19:49.000
6308,1-722688743,Accepted-In Progress,2012/04/19 05:54:27.000
